Site;Sample; C14 age;error;State;Cal age;error;County / region;UTM Zone;East;North
Tres Fronteiras 7;Beta 47281;4100;30;MG;4655;110;Senador Modestino Gonçalves;23K;688240;8014735
Santa Marta 5;Beta 195243;4110;50;SC;4657;112;Laguna ;22J;717027;6848366
Santa Marta IIIA;Beta 195243;4110;50;SC;4657;112;Laguna;22J;712935;6834898
SC-TA-03;Beta 228164;4110;60;SC;4657;115;Taió;22J;599265;7000108
Faz. Pau D’Alho;N/A;4140;345;SP;4660;480;Rio Claro;23K;235631;7519014
Vermelhos ;Gif-10681;4120;60;MT;4660;113;Rondonópolis ;21K;753108;8178076
Batatal II;SPC-119;4145;212;SP;4662;295;Cananeia;23J;204259;7230741
Sambaqui Manitiba I;CENA-321;4130;70;RJ;4662;115;Saquarema;23K;757766;7461667
S11D-001;Beta-205576;4120;50;PA;4665;108;Parauapebas;22M;623509;9327859
Lagoa dos Bichos III;Beta 248573;4130;60;SC;4667;109;Laguna;22J;716534;6840786
Boguaçu 2 (A 116);Bah- 303;4160;100;SP;4672;130;Iguape;23J;241209;7265115
Lagoa dos Bichos III;Beta 248573;4130;50;SC;4672;103;Laguna ;22J;716199;6841350
MS-CP-16;Beta-72199;4140;60;MS (Pantanal);4674;105;Corumbá;21K;431871;7898164
RS-S-327;Beta 154351;4160;100;RS;4676;129;Santo Antonio da Patrulha;22J;545747;6699710
Lapa Vermelha IV;GIF 2543;4170;120;MG;4678;149;Lagoa Santa;23K;615358;7829153
Sambaqui da Beirada;Bah-1646;4160;180;RJ;4682;243;Saquarema;23K;757766;7461667
Sambaqui da Tarioba ;LACUFF-13044;4127;24;RJ;4682;94;Rio das Ostras;24K;197373;7506232
Estreito;KIA 20846;4124;27;SP;4683;93;Itaoca;22J;718679;7273028
Pedra do Alexandre;CSIC 1054;4160;70;RN;4683;107;Carnaúba dos Dantas;24M;766237;9274363
Ararapira II (A 50);Bah- 290;4175;100;SP;4684;129;Iguape;23J;241209;7265115
Figueirinha IV;Beta 280845;4140;40;SC;4685;94;Jaguaruna;22J;693036;6832441
Lapa do Santo;Beta 243392;4140;40;MG;4685;94;Matozinhos;23K;596454;7836861
Branco;Beta 190991;4150;50;SP;4687;96;Cananeia;23J;204259;7230741
Encantada I;Beta 262744;4160;60;SC;4688;99;Jaguaruna;22J;703768;6830622
SC-TA-03;Beta 229857;4140;40;SC;4691;92;Taió;22J;599265;7000108
Mutuca;Beta-236415;4150;40;PA;4693;90;Ourilandia do Norte;22M;490477;9253680
Branco;Beta 190992;4160;50;SP;4694;93;Cananeia;23J;204259;7230741
Jabuticabeira I;Az 10639;4185;90;SC;4694;119;Jaguaruna;22J;697334;6837666
PA-OR-63 (Boa Vista);Beta-232413;4180;70;PA;4697;103;Porto Trombetas;21M;569275;9837530
Sambaqui da Cabeçuda I;Beta 280006;4180;60;SC;4703;96;Laguna ;22J;717027;6848366
Sambaqui da Cabeçuda I;Beta 280008;4180;60;SC;4703;96;Laguna ;22J;717027;6848366
Condomínio do Atalaia;Beta - 95597;4190;130;RJ;4706;168;Arraial do Cabo;23K;805133;7456431
Marinaldo PA-AT-293;Beta-217595;4180;40;PA;4716;82;Marabá;22M;700919;9437911
Corondó;SI-2778;4205;111;RJ;4717;145;São Pedro da Aldeia;23K;797405;7470810
Abrigo Santana do Riacho;CDTN-1059;4180;270;MG;4718;387;Santana do Riacho;23K;635062;7879841
Cosipa 1 ;Gif-6778;4210;90;SP;4718;120;Cubatão ;23K;354762;7356997
Sambaqui de Saquarema;P-914;4218;63;PR;4731;96;Morretes;22J;718082;7180186
Sambaqui do Gomes;P-914;4218;63;PR;4731;96;Morretes;22J;718082;7180186
Figueirinha III;UGAMS 18541;4190;25;SC;4734;74;Jaguaruna;22J;698006;6827646
N/A;SPC-020;4200;150;ES;4735;207;Linhares;24K;388159;7856814
CD1;Gif 11218;4230;75;MS;4740;108;Anaurilândia;22K;322657;7545771
Lagoa do Custódio 1;Gif 11218;4230;75;MS;4740;108;Anaurilândia;22K;322657;7545771
RO-JI-15;N/A;4230;100;RO ;4750;142;Ji-Paraná;20L;617072;8796232
Itapoã II;Bah- 364;4215;140;SP;4752;197;Iguape;23J;241209;7265115
MS-CP-55;Beta 106723;4220;130;MT (Pantanal);4755;185;Porto Murtinho;21K;407917;7600057
Sambaqui de Saquarema;N/A;4240;82;PR;4755;120;Morretes;22J;718082;7180186
Rezende;CENA;4250;50;MG;4770;84;Centralina;22K;690223;7943584
Sambaqui de Saquarema;P-588;4256;62;PR;4775;101;Morretes;22J;718082;7180186
Guaraguaçu A;GSY-79;4220;200;PR;4781;291;Pontal do Paraná;22J;752861;7154881
Suruaca 20;LACUFF0160269;4234;26;ES;4782;61;Linhares;24K;388159;7856814
Toca das Onças;Beta-202810;4250;40;BA;4782;70;Jacobina;24L;313208;8787758
LA S12 (sigla?) ;Beta N. 446686;4240;30;SC;4783;62;São Francisco do Sul;22J;736834;7094708
Corondó ;N/A;4260;65;RJ;4784;108;Cabo Frio;23K;804645;7465895
Brito;GIF-6251;4260;60;SP;4787;100;Sarutaiá;22K;656158;7425139
Figueirinha I;Beta 280844;4260;50;SC;4787;81;Jaguaruna;22J;698373;6827693
Alcobaça;CSIC 1441;4243;26;PE;4793;55;Buíque;24L;703071;9046155
Rio Doce II;SPC-034;4240;150;ES;4797;223;São Mateus;24K;409715;7930065
Justino;LabDat/UFS;4310;800;SE;4798;982;Canindé de São Francisco;24L;632878;8931713
Bacanga;TL;4320;900;MA;4800;1100;São Luís;23M;582261;9718263
Sambaqui Manitiba I;CENA-326;4270;70;RJ;4808;120;Saquarema;23K;757766;7461667
Figueirinha 3;Bah-1378;4240;190;SC;4813;282;Jaguaruna;22J;693036;6832441
Sambaqui Ponta das Almas;SI-222;4280;400;SC;4813;527;Florianópolis ;22J;742672;6945385
Sambaqui de Saquarema;N/A;4281;65;PR;4830;110;Morretes;22J;718082;7180186
Encantada I;CENA LS-24;4290;70;SC;4845;114;Jaguaruna;22J;703768;6830622
Sampaio;Beta 471280;4280;30;MG;4846;22;Felício dos Santos;23K;685454;8000328
Lapa do Santo;Beta 202768;4290;90;MG;4852;152;Matozinhos;23K;596454;7836861
Costa da Lagoa II;Beta 270316;4290;60;SC;4853;93;Jaguaruna;22J;691724;6835691
Toca da Externa II;GIF-5005;4290;110;PI;4860;185;São Raimundo Nonato;23L;753628;9002823
Toca do Morcego;GIF-5005;4290;110;PI;4860;185;Alegre;23L;759714;9060683
Monte Castelo ;SI-6855;4300;80;RO ;4869;132;São Francisco do Guaporé;20L;438048;8666740
RS-LN-1;SI-233;4280;180;RS;4872;280;Osório;22J;571516;6693268
RS-LN-1;SI-233;4280;180;RS;4874;278;Maquiné;22J;576819;6716800
Sambaqui de Saquarema;P-587;4300;70;PR;4874;103;Morretes;22J;718082;7180186
Sambaqui de Saquarema;N/A;4301;90;PR;4874;151;Morretes;22J;718082;7180186
Forte Marechal Luz;N/A;4290;130;SC;4876;221;São Francisco do Sul;22J;736834;7094708
Abrigo Santana do Riacho;CDTN-1012;4300;210;MG;4892;310;Santana do Riacho;23K;635062;7879841
Lapa do Malhador;UFMG 1867;4300;210;MG;4892;310;Januária;23L;567715;8288668
Cananéia;Bah- 302;4300;140;SP;4897;238;Iguape;23J;241209;7265115
Justino;Beta;4340;10;SE;4897;43;Canindé de São Francisco;24L;632878;8931713
Sambaqui da Beirada;Bah-1647;4300;190;RJ;4897;291;Saquarema;23K;757766;7461667
COSIPA (Casqueirinho);SPC-15;4300;180;SP;4898;281;Cubatão ;23K;354762;7356997
Encantada 3;Beta 189713;4320;40;SC;4899;51;Jaguaruna;22J;693036;6832441
BR-8;Beta 346199;4340;30;MS;4906;46;Brasilândia;22K;392446;7649212
Guacici ;I-10744;4310;105;SP;4906;186;Cananeia;23J;204259;7230741
Juruvaúva III;Bah- 360;4305;140;SP;4906;240;Iguape;23J;241209;7265115
Lagoa dos Bichos I;Beta 248572;4320;50;SC;4906;58;Laguna ;22J;716199;6841350
Rio Baia 1;Beta 218204;4320;50;MS;4906;58;Taquarussu;22K;257943;7511404
Lagoa dos Bichos I;Beta 248572;4320;60;SC;4915;71;Laguna;22J;716199;6840087
Sambaqui de Saquarema;P-587;4320;62;PR;4918;75;Morretes;22J;718082;7180186
Ilha do Cambriú;Beta 191000;4340;50;SP;4925;63;Cananeia;23J;204259;7230741
Santa Marta II;Beta 270324;4340;50;SC;4925;63;Laguna;22J;713230;6833590
Porto da Mina PA-SA-5;Gx2473;4340;235;PA;4929;328;Salgado;23M;237990;9931211
CKS-37L;Beta-323132;4360;40;PA;4932;59;Parauapebas;22M;623509;9327859
Sambaqui de Saquarema;N/A;4322;80;PR;4934;107;Morretes;22J;718082;7180186
Toca do Serrote das Moendas;USP;4324;150;PI;4934;250;São Raimundo Nonato;23L;753628;9002823
Jacó Sá;OxA-29468;4350;50;AC;4936;68;Senador Guiomard;19L;638227;8878163
Fazenda Marrecas 6;ANU-192-25;4350;250;PR;4940;341;Dr. Ulysses;22J;659856;7281933
PR-UV-43;SI-4988;4355;50;PR;4941;68;União da Vitória;22J;494313;7099268
Sambaqui do Forte;Bah;4330;140;RJ;4946;238;Saquarema;23K;757766;7461667
Gruta da Capela (s11d47) PA-AT-337;Beta-380856;4390;30;PA;4951;62;Parauapebas;22M;623509;9327859
Abrigo Santana do Riacho;GIF-4509;4340;70;MG;4952;94;Santana do Riacho;23K;635062;7879841
Salinas Peroano;GIF-8454;4340;70;RJ;4952;94;Cabo Frio;23K;804645;7465895
Figueirinha I;Beta 276433;4370;50;SC;4956;76;Jaguaruna;22J;698373;6827693
BR-8;Beta 346198;4400;30;MS;4962;66;Brasilândia;22K;392446;7649212
Ilha do Cambriú;Beta 190999;4360;60;SP;4962;87;Cananeia;23J;204259;7230741
Toca das Onças;Beta-220412;4400;40;BA;4981;84;Jacobina;24L;313208;8787758
Monte Castelo ;Beta-103186;4350;130;RO ;4985;213;São Francisco do Guaporé;20L;438048;8666740
Carijó;GIF-3435;4340;110;SP;4988;184;Cananeia;23J;204259;7230741
Maria Rodrigues ;SPC-122;4400;280;SP;4991;374;Cananeia;23J;204259;7230741
PE-91-Mxa;BaH 1253;4390;200;PE;4997;279;Buíque;24L;703071;9046155
Lapa Vermelha IV;Gif-3215;4350;120;MG;4999;193;Lagoa Santa;23K;615358;7829153
PR-UV-43;SI-4989;4395;50;PR;5001;105;União da Vitória;22J;494313;7099268
Nóbrega;SPC-21;4380;160;SP;5008;232;Iguape;23J;241209;7265115
S-16;SPC-160;4380;160;SP;5008;232;Iguape;23J;241209;7265115
Rio Doce I;SPC-027;4400;200;ES;5009;276;Linhares;24K;388159;7856814
Sambaqui de Saquarema;P-588;4370;70;PR;5017;136;Morretes;22J;718082;7180186
Porto da Mina PA-SA-5;SI-2544;4380;80;PA;5039;153;Quatipuru;23M;276809;9900748
RO-RO-01 (Vilhena I);SI-2763;4385;70;RO ;5039;148;Vilhena;20L;812599;8589874
Juruvauva;Ba-359a;4380;100;SP;5042;165;Iguape;23J;241209;7265115
Fase Bacabal;SI-6747;4395;70;RO ;5048;150;Rolim de Moura do Guaporé;20L;475445;8602109
Monte Castelo ;SI-6848;4395;70;RO ;5048;150;São Francisco do Guaporé;20L;438048;8666740
Carajas - N4WS-012;Beta-230209;4400;70;PA;5052;150;Parauapebas;22M;623509;9327859
Galheta 2;Beta 209709;4400;70;SC;5052;150;Laguna ;22J;717027;6848366
Mar Casado;GIF-1194;4400;130;SP;5052;183;Guarujá;23K;372387;73345842
Lapa Vermelha IV;Gif-2544;4400;120;MG;5054;175;Lagoa Santa;23K;615358;7829153
Sambaqui do Meio ;Beta 84809;4400;80;RJ;5055;154;Cabo Frio;23K;804645;7465895
A 28;GIF-3439;4400;110;SP;5056;169;Iguape ;23J;241209;7265115
Branco;GIF 3439;4400;110;SP;5056;169;Cananeia;23J;204259;7230741
Santa Elina;GIF-10535;4410;70;MT;5060;151;Jangada;21L;554672;8315348
Encantada 3;Az 10638;4420;50;SC;5064;145;Jaguaruna;22J;693036;6832441
Ipoã;Beta 276434;4420;50;SC;5064;145;Laguna;22J;717919;6841311
Lagoa dos Bichos I;Beta 276437;4420;50;SC;5064;145;Laguna;22J;716199;6840087
Sambaqui do Forte;Bah;4430;140;RJ;5075;188;Cabo Frio;23K;804645;7465895
Sambaqui de Saquarema;N/A;4430;65;PR;5076;147;Morretes;22J;718082;7180186
PA-AT-337;Beta-380868;4430;30;PA;5079;129;Canaã dos Carajás;22M;626972;9278040
Sambaqui de Saquarema ;N/A;4438;89;PR;5082;153;Morretes;22J;718082;7180186
SC-PRV-01;CAMS-53115;4440;50;SC;5090;136;Florianópolis;22J;742672;6945385
Monte Castelo ;SI-6852;4455;100;RO ;5094;156;São Francisco do Guaporé;20L;438048;8666740
GO-CP-16;SI-6743;4455;115;GO;5095;166;Palestina de Goiás;22K;443750;8148739
Chã do Caboclo;MC 1013;4460;100;PE;5098;155;Bom Jardim ;25M;215130;9136871
Pântano do Sul;USA-?;4460;110;SC;5099;162;Florianópolis ;22J;742672;6945385
SC-F-10 (Pântano do Sul);I-9215;4460;110;SC;5099;162;Florianópolis;22J;742672;6945385
MS-CP-32;Beta-83571;4460;80;MS (Pantanal);5100;143;Corumbá;21K;431871;7898164
Branco;Beta 190993;4460;50;SP;5113;125;Cananeia;23J;204259;7230741
Piaçaguera;N/A;4481;110;SP;5117;160;Cubatão ;23K;354762;7356997
Lagoa Uri de Cima;?;4600;900;PE;5118;1088;Salgueiro;24L;486012;9107670
Lapa do Boquete;Beta-98574;4480;70;MG;5121;130;Januária;23L;567715;8288668
Morrinhos ;Beta 209714;4480;60;SC;5126;122;Tubarão;22J;693903;6848062
Morro Azul ;Beta 190468;4480;60;SC;5126;122;Jaguaruna;22J;693036;6832441
Sambaqui do Gomes;P-540;4490;140;PR;5130;189;Morretes;22J;718082;7180186
Boa Vista;Beta-294080;4470;40;RO ;5133;111;Porto Velho;20L;400484;9031681
Lapa do Santo;Beta 248891;4470;40;MG;5133;111;Matozinhos;23K;596454;7836861
Ponta das pedras;SI-1030;4500;90;PA;5134;142;Salgado;23M;237990;9931211
Sambaqui Ponta das Pedras;SI-1030;4500;90;PA;5134;142;Quatipuru;23M;276809;9900748
Justino;Inst. Geo. - UFS;4496;225;SE;5137;283;Canindé de São Francisco;24L;632878;8931713
Sambaqui do Gomes;P-541;4490;180;PR;5139;237;Morretes;22J;718082;7180186
Lapa dos Bichos;Beta 100395;4500;70;MG;5140;123;Januária;23L;567715;8288668
Ipoã;Beta 262746;4500;60;SC;5147;112;Laguna;22J;717919;6841311
Laranjal I;Beta 262745;4500;60;SC;5147;112;Jaguaruna;22J;702120;6829608
Casa de Pedra;Beta N. 418378;4460;30;SC;5149;152;São Francisco do Sul;22J;736834;7094708
Pântano do Sul;n/a;4515;100;SC;5149;152;Florianópolis ;22J;742672;6945385
Rio dos Henriques III;Bah. 1275;4500;190;PR;5149;249;Guaratuba;22J;742817;7134738
SC-F-10 (Pântano do Sul);I-9214;4515;100;SC;5149;152;Florianópolis;22J;742672;6945385
Pedra do Caboclo;MC 1036;4515;115;PE;5153;168;Bom Jardim ;25M;215130;9136871
Salinas Peroano;Gif-11042;4490;40;RJ;5154;98;Saquarema;23K;757766;7461667
Toca do Alto da Serra do Capim;Beta-286741;4490;40;PI;5154;98;Gilbués;23L;462879;8913504
GO-JA-23;SI-5561;4505;55;GO;5155;105;Serranópolis;22K;398462;7975631
Santa Rosa;N/A;4530;290;SP;5156;361;Rio Claro;23K;235631;7519014
Dona Stella;Beta-202679;4500;40;AM;5161;95;Iranduba;20M;812255;9637535
Capelinha 3;Beta 189334;4500;40;SP;5164;92;Cajati;22J;792506;7262564
S-51 (A229);Ba-328;4520;130;SP;5168;190;Santos ;23K;364720;7348633
Sambaqui da Beirada;Bah-1651;4520;190;RJ;5168;249;Saquarema;23K;757766;7461667
Moraes;KIA 20844;4511;32;SP;5170;88;Juquiá;23J;232509;7308295
Galheta 2;"CENA 104; LS-10";4530;70;SC;5171;118;Laguna ;22J;717027;6848366
Cachorro Cego PA-AT-287;Beta-243652;4520;40;PA;5173;95;Parauapebas;22M;623509;9327859
Capelinha 3;Beta 189333;4530;50;SP;5177;98;Cajati;22J;792506;7262564
Sambaqui do Porto Maurício;SI-507;4540;90;PR;5183;144;Paranaguá;22J;748702;7174547
Branco;Beta 190994;4550;50;SP;5193;108;Cananeia;23J;204259;7230741
Lapa Vermelha IV;Gif-3213;4550;130;MG;5205;199;Lagoa Santa;23K;615358;7829153
GO-CP-02;SI-473;4560;150;GO;5212;214;Palestina de Goiás;22K;443750;8148739
Lapa da Pedra;SI-470;4560;150;GO;5212;214;Formosa;23L;249643;8276682
S-42 (Rio Comprido);Gif-3646;4560;110;SP;5220;181;Iguape ;23J;241209;7265115
Monte Castelo ;Beta-408414;4570;30;RO ;5224;101;São Francisco do Guaporé;20L;438048;8666740
Teotônio;Beta-408414;4570;30;RO ;5224;101;Porto Velho;20L;400484;9031681
A 269;Bah- 448;4575;110;SP;5236;181;Iguape;23J;241209;7265115
S-46 (Mundo Novo);Ba-446;4575;110;SP;5236;181;Itanhaém ;23J;319122;7324581
Laranjal I;Beta 276436;4570;60;SC;5239;146;Jaguaruna;22J;702120;6829608
Chã do Caboclo;MC 1044;4590;100;PE;5254;174;Bom Jardim ;25M;215130;9136871
Branco;CENA/USP;4590;90;SP;5257;168;Cananeia;23J;204259;7230741
Gruta do Padre;CSIC 804;4590;70;PE;5264;156;Petrolândia;24L;585648;9009363
RS-S-327;Beta 160847;4610;140;RS;5273;206;Santo Antonio da Patrulha;22J;545747;6699710
Sambaqui do Porto Maurício;SI-505;4620;100;PR;5286;171;Paranaguá;22J;748702;7174547
Ararau;Bah- 296;4630;130;SP;5288;197;Iguape;23J;241209;7265115
Buritizeiro;Beta 224845;4590;40;MG;5288;135;Buritizeiro;23K;504266;8080908
Ferraz Egreja;Gif-6250;4610;61;MT;5297;137;Rondonópolis ;21K;753108;8178076
Ferraz Egreja;GIF-6249;4610;60;MT;5298;135;Rondonópolis ;21K;753108;8178076
?(RS);N/A;4660;270;RS;5304;330;Salto do Jacuí;22J;284765;6780099
Sítio das Grutas;MC 1007;4650;150;PE;5304;214;Bom Jardim ;25M;215130;9136871
Camargo ;LRA;4650;170;SP;5307;231;Piraju;22K;665731;7433591
Porto da Mina PA-SA-5;SI-1035;4610;55;PA;5307;127;Salgado;23M;237990;9931211
Rio Preto;Bah- 331;4635;100;SP;5307;168;Iguape;23J;241209;7265115
A196;Ba-231;4636;100;SP;5308;168;Iguape;23J;241209;7265115
Mangueira (Lagoa Santa);Gif- 2738;4670;130;MG;5335;193;Lagoa Santa;23K;615358;7829153
Alto Sucuriú 4;Beta-236682;4630;70;MS;5336;117;Água Clara;22K;303990;7738594
Mato Alto 2;Az 10645;4685;160;SC;5337;218;Tubarão;22J;693903;6848062
Sambaqui do Porto Maurício;SI-504;4640;80;PR;5339;129;Paranaguá;22J;748702;7174547
N5E-006;Beta-205579;4690;130;PA;5359;184;Parauapebas;22M;623509;9327859
Gruta da Capela (s11d47) PA-AT-337;Beta-410470;4610;30;PA;5371;64;Parauapebas;22M;623509;9327859
Sabiaguaba 2;Beta-290952;4610;30;CE;5371;64;Fortaleza;24M;552859;9588425
(R. das Pedras III) A 121;Bah- 300;4710;145;SP;5373;193;Iguape;23J;241209;7265115
Rio das Pedras III;Bah 300;4710;145;SP;5373;193;Sete Barras;23J;199214;7290662
Vapumaúva II;Bah- 362;4680;110;SP;5375;153;Iguape;23J;241209;7265115
Cachoeira Mirim;Beta 258663;4630;50;SP;5376;66;Cananeia;23J;204259;7230741
Paquiçamba 3;Beta-335063;4670;30;PA;5393;54;Altamira;22M;365167;9645100
Praia Grande V;Beta N. 418381;4670;30;SC;5393;54;São Francisco do Sul;22J;736834;7094708
Itapoã III;I-10746;4685;105;SP;5402;130;Iguape ;23J;241209;7265115
Praia Grande VI;Beta N. 418379;4690;30;SC;5402;60;São Francisco do Sul;22J;736834;7094708
Santa Marta IX;Beta 248570;4670;50;SC;5403;65;Laguna;22J;712835;6834764
São João;Si. 1024;4670;90;PR;5403;111;Antonina;22J;729967;7185138
Toca das Onças;Beta-208083;4680;40;BA;5403;62;Jacobina;24L;313208;8787758
Alcobaça;CSIC 1433;4697;30;PE;5408;65;Buíque;24L;703071;9046155
Praia Grande II;Beta N. 452915;4700;30;SC;5411;68;São Francisco do Sul;22J;736834;7094708
Alto Sucuriú 4;Beta-236684;4670;70;MS;5414;87;Água Clara;22K;303990;7738594
Pedra do Alexandre;CSIC 943;4710;25;RN;5422;77;Carnaúba dos Dantas;24M;766237;9274363
Toca das Onças;Beta-220399;4700;40;BA;5428;82;Jacobina;24L;313208;8787758
Morro do Formigão;Beta 280019;4690;60;SC;5432;88;Tubarão;22J;691608;6846191
Cachoeira Mirim;I-9596;4715;95;SP;5440;106;Cananeia;23J;204259;7230741
Toca da Externa II;GIF-5401;4730;110;PI;5445;116;São Raimundo Nonato;23L;753628;9002823
Torre CM - 226;Beta 121329;4720;70;TO;5448;96;Guaraí;22L;773729;9022161
RS-S-327;Beta 154352;4710;40;RS;5452;98;Santo Antonio da Patrulha;22J;545747;6699710
Sambaqui do Porto Maurício;SI-506;4740;100;PR;5453;108;Paranaguá;22J;748702;7174547
Porto da Mina PA-SA-5;SI-2543;4740;80;PA;5456;99;Salgado;23M;237990;9931211
Alcobaça;CSIC 1631;4733;29;PE;5458;96;Buíque;24L;703071;9046155
(R. das Pedras III) S-39 (A-121);GIF-3641;4750;110;SP;5459;116;Iguape ;23J;241209;7265115
Rio das Pedras III;Gif 3641;4750;110;SP;5459;116;Sete Barras;23J;199214;7290662
Lapa dos Bichos;Beta 100401;4750;70;MG;5460;96;Januária;23L;567715;8288668
Porto da Mina PA-SA-5;SI-1037;4750;65;PA;5461;96;Salgado;23M;237990;9931211
Angico 3;MC 7;4758;90;PE;5464;104;Bom Jardim ;25M;215130;9136871
Sambaqui do Porto Maurício;SI-508;4760;80;PR;5464;99;Paranaguá;22J;748702;7174547
Toca das Onças;Beta-208084;4750;40;BA;5469;90;Jacobina;24L;313208;8787758
Angico 3;MC 7;4769;90;PE;5470;104;Bom Jardim ;25M;215130;9136871
BR-AM-NA-14;SI-6571;4765;110;AM;5470;118;Novo Aripuanã;20M;791085;9433455
Nova Olinda AM-NA-14;SI-6571;4765;110;AM;5470;118;Novo Aripuanã;20M;791085;9433455
Salto Caxias I;ANU192-19;4810;360;PR;5471;439;Capitão Leonidas Marques;22J;237321;7179481
Lapa dos Bichos;CDTN 2581;4800;270;MG;5473;348;Januária;23L;567715;8288668
Cachoerinha-1 RO-PV-48;Beta-27021;4780;70;RO ;5476;94;Porto Velho;20L;400484;9031681
RO-PV-32;Beta-27021;4780;70;RO ;5476;94;Porto Velho;20L;400484;9031681
RO-PV-48;N/A;4780;90;RO ;5477;105;Ji-Paraná;20L;617072;8796232
Rio Jamari;SI-27021;4780;60;RO ;5481;86;Ariquemes;20L;496306;8904524
Justino;Beta-Analytic;4790;80;SE;5484;100;Canindé de São Francisco;24L;632878;8931713
Godo;SI-1029;4790;95;PR;5487;111;Antonina;22J;729967;7185138
Momuna (A 44);Bah- 308;4790;115;SP;5496;131;Iguape;23J;241209;7265115
Fase Urucuri 1b;n/a;4807;90;RO ;5505;111;Porto Velho;20L;400484;9031681
Monte Castelo ;Beta-66310;4810;90;RO ;5509;111;São Francisco do Guaporé;20L;438048;8666740
Toca das Onças;Beta-208078;4770;40;BA;5512;53;Jacobina;24L;313208;8787758
São João;SI-1023;4810;100;PR;5513;123;Antonina;22J;729967;7185138
Praia Grande II/III;Beta N. 452909;4760;30;SC;5515;49;São Francisco do Sul;22J;736834;7094708
Abrigo de Itapeva;Beta 432534;4770;30;SP;5518;42;Itapeva;22K;715802;7345928
AP 61;Beta-243776;4800;50;MS;5523;51;Selvíria;22K;456187;7748164
BR-AM-NA-14;SI-6572;4800;50;AM;5523;51;Novo Aripuanã;20M;791085;9433455
Nova Olinda AM-NA-14;SI-6572;4800;50;AM;5523;51;Novo Aripuanã;20M;791085;9433455
Toca das Onças;Beta-220400;4810;40;BA;5531;45;Jacobina;24L;313208;8787758
Sambaqui do Gomes;N/A;4832;69;PR;5551;75;Morretes;22J;718082;7180186
Sambaqui do Gomes;N/A;4834;69;PR;5554;76;Morretes;22J;718082;7180186
Alcobaça;CSIC 1635;4851;30;PE;5560;52;Buíque;24L;703071;9046155
Gruta do Gavião;TDY 14911;4860;100;PA;5593;117;Parauapebas;22M;623509;9327859
Rio das Pedras I - A 123;Bah- 343;4860;100;SP;5593;117;Iguape;23J;241209;7265115
Sambaqui do Gomes ;P-542;4870;70;PR;5598;88;Morretes;22J;718082;7180186
Lapa do Dragão;CDTN-1005;5000;800;MG;5608;959;Montalvânia;23L;568199;8405499
Santa Elina;GIF-10534;4880;70;MT;5611;87;Jangada;21L;554672;8315348
São João;Bah - 1393;4890;210;PR;5613;249;Antonina;22J;729967;7185138
Sambaqui do Gomes;P-915;4887;65;PR;5626;75;Morretes;22J;718082;7180186
Moraes;KIA 15562;4895;35;SP;5628;31;Juquiá;23J;232509;7308295
Sambaqui do Gomes ;P-543;4890;70;PR;5629;81;Morretes;22J;718082;7180186
Breu Branco 1;Beta-215042;4890;50;PA;5634;51;Breu Branco;22M;659095;9582180
Piaçaguera;I-4480;4890;110;SP;5636;136;Cubatão ;23K;354762;7356997
Toca do Serrote das Moendas;USP;4891;150;PI;5638;180;São Raimundo Nonato;23L;753628;9002823
Boqueirão Soberbo (MG-VG-11);n/a;4905;85;MG;5654;97;Varzelândia;23L;604248;8263819
Boqueirão Soberbo (MG-VG-11);SI 2789;4905;85;MG;5654;97;Varzelândia;23L;604248;8263819
Boqueirão Soberbo (MG-VG-11);SI 4486;4905;85;MG;5654;97;Varzelândia;23L;604248;8263819
Sambaqui do Forte;Ly-8467;4910;55;RJ;5654;56;Saquarema;23K;757766;7461667
Garbin;Beta-260233;4910;100;RO ;5667;127;Porto Velho;20L;400484;9031681
Toca do Baixão da Perna I;GIF-7739;4920;70;PI;5671;73;São Raimundo Nonato;23L;753628;9002823
Guacici;n/a;4920;110;SP;5681;138;Cananaeia;23J;204259;7230741
Toca da Boa Vista I;GIF-5405;4920;110;PI;5681;138;São Raimundo Nonato;23L;753628;9002823
Alto Sucuriú 4;Beta-236681;4930;70;MS;5684;79;Água Clara;22K;303990;7738594
Batatal I;I-9186;4920;100;SP;5686;124;Iguape ;23J;241209;7265115
Piaçaguera;I-4481;4930;110;SP;5695;132;Cubatão ;23K;354762;7356997
Lapa do Dragão;UFMG 357;5000;380;MG;5702;450;Montalvânia;23L;568199;8405499
Rezende;CENA;4950;70;MG;5715;98;Centralina;22K;690223;7943584
Toca do João Leite;Beta-220089;4970;50;PI;5718;88;São Raimundo Nonato;23L;753628;9002823
Chã do Caboclo;MC 7;4954;100;PE;5722;117;Bom Jardim ;25M;215130;9136871
São João;SI-1022;4960;110;PR;5725;123;Antonina;22J;729967;7185138
BR-AM-NA-14;SI-6573;4965;65;AM;5726;99;Novo Aripuanã;20M;791085;9433455
Panaquatira;TL/FATEC;5219;1640;MA;5730;1640;São Luis;23M;582261;9718263
Porto da Mina PA-SA-5;SI-2545;4965;80;PA;5730;106;Salgado;23M;237990;9931211
Juruvaúva III;Bah- 361;4970;110;SP;5732;122;Iguape;23J;241209;7265115
Sambaqui do Macedo;N/A;4970;95;PR;5733;113;Paranaguá;22J;748702;7174547
